order_id,delivery_status,actual_ship_days,scheduled_ship_days,shipping_mode
57421,Advance shipping,2,4,Standard Class
57415,Late delivery,2,1,First Class
57415,Late delivery,2,1,First Class
57407,Advance shipping,3,4,Standard Class
57407,Advance shipping,3,4,Standard Class
57406,Advance shipping,2,4,Standard Class
57406,Advance shipping,2,4,Standard Class
57398,Late delivery,2,1,First Class
57397,Late delivery,2,1,First Class
57391,Advance shipping,2,4,Standard Class
57390,Late delivery,6,2,Second Class
57388,Shipping on time,4,4,Standard Class
57377,Advance shipping,3,4,Standard Class
57377,Advance shipping,3,4,Standard Class
57363,Shipping on time,4,4,Standard Class
57363,Shipping on time,4,4,Standard Class
57362,Advance shipping,3,4,Standard Class
57355,Late delivery,6,4,Standard Class
57354,Shipping on time,0,0,Same Day
57345,Late delivery,6,4,Standard Class
57342,Advance shipping,3,4,Standard Class
57339,Shipping canceled,5,4,Standard Class
57339,Shipping canceled,5,4,Standard Class
57337,Advance shipping,3,4,Standard Class
57329,Late delivery,5,4,Standard Class
57329,Late delivery,5,4,Standard Class
57328,Shipping on time,4,4,Standard Class
57327,Shipping canceled,3,4,Standard Class
57327,Shipping canceled,3,4,Standard Class
57325,Late delivery,6,2,Second Class
57325,Late delivery,6,2,Second Class
57324,Shipping canceled,5,4,Standard Class
57324,Shipping canceled,5,4,Standard Class
57322,Late delivery,3,2,Second Class
57321,Shipping on time,2,2,Second Class
57317,Advance shipping,3,4,Standard Class
57317,Advance shipping,3,4,Standard Class
57316,Late delivery,2,1,First Class
57304,Late delivery,5,4,Standard Class
57303,Shipping on time,4,4,Standard Class
57300,Shipping on time,0,0,Same Day
57300,Shipping on time,0,0,Same Day
57295,Late delivery,6,4,Standard Class
57288,Late delivery,2,1,First Class
57288,Late delivery,2,1,First Class
57285,Late delivery,6,4,Standard Class
57282,Advance shipping,3,4,Standard Class
57282,Advance shipping,3,4,Standard Class
57275,Late delivery,2,1,First Class
57274,Late delivery,2,1,First Class
57266,Advance shipping,2,4,Standard Class
57262,Late delivery,3,2,Second Class
57261,Advance shipping,2,4,Standard Class
57259,Late delivery,5,4,Standard Class
57257,Late delivery,3,2,Second Class
57253,Shipping on time,4,4,Standard Class
57253,Shipping on time,4,4,Standard Class
57246,Shipping on time,2,2,Second Class
57235,Late delivery,2,1,First Class
57233,Shipping on time,4,4,Standard Class
57227,Shipping canceled,3,4,Standard Class
57223,Late delivery,4,2,Second Class
57219,Late delivery,5,2,Second Class
57217,Shipping on time,0,0,Same Day
57216,Shipping on time,0,0,Same Day
57208,Late delivery,4,2,Second Class
57206,Shipping on time,2,2,Second Class
57205,Late delivery,6,4,Standard Class
57201,Shipping on time,2,2,Second Class
57195,Late delivery,6,4,Standard Class
57192,Late delivery,3,2,Second Class
57188,Shipping on time,4,4,Standard Class
57184,Late delivery,5,4,Standard Class
57181,Advance shipping,2,4,Standard Class
57179,Late delivery,5,2,Second Class
57178,Late delivery,4,2,Second Class
57175,Late delivery,6,4,Standard Class
57173,Shipping on time,4,4,Standard Class
57172,Advance shipping,3,4,Standard Class
57166,Shipping on time,2,2,Second Class
57166,Shipping on time,2,2,Second Class
57164,Late delivery,5,2,Second Class
57157,Advance shipping,3,4,Standard Class
57150,Late delivery,6,4,Standard Class
57149,Late delivery,2,1,First Class
57143,Late delivery,2,1,First Class
57142,Late delivery,2,1,First Class
57132,Advance shipping,3,4,Standard Class
57131,Advance shipping,2,4,Standard Class
57118,Shipping on time,4,4,Standard Class
57117,Advance shipping,3,4,Standard Class
57116,Shipping on time,2,2,Second Class
57113,Shipping on time,4,4,Standard Class
57112,Advance shipping,3,4,Standard Class
57109,Late delivery,5,2,Second Class
57106,Advance shipping,2,4,Standard Class
57105,Late delivery,2,1,First Class
57103,Late delivery,1,0,Same Day
57096,Advance shipping,2,4,Standard Class
57086,Advance shipping,2,4,Standard Class
57084,Late delivery,5,4,Standard Class
57084,Late delivery,5,4,Standard Class
57071,Advance shipping,2,4,Standard Class
57071,Advance shipping,2,4,Standard Class
57069,Late delivery,5,4,Standard Class
57069,Late delivery,5,4,Standard Class
57061,Late delivery,2,1,First Class
57056,Late delivery,2,1,First Class
57055,Late delivery,2,1,First Class
57050,Late delivery,6,4,Standard Class
57029,Late delivery,5,4,Standard Class
57027,Late delivery,3,2,Second Class
57015,Late delivery,6,4,Standard Class
57011,Advance shipping,2,4,Standard Class
56984,Late delivery,5,4,Standard Class
56976,Shipping on time,2,2,Second Class
56963,Shipping on time,4,4,Standard Class
56961,Advance shipping,2,4,Standard Class
56960,Late delivery,2,1,First Class
56957,Advance shipping,3,4,Standard Class
56946,Advance shipping,2,4,Standard Class
56943,Late delivery,2,1,First Class
56942,Late delivery,3,2,Second Class
56942,Late delivery,3,2,Second Class
56941,Shipping on time,2,2,Second Class
56937,Late delivery,3,2,Second Class
56934,Late delivery,5,2,Second Class
56929,Late delivery,5,2,Second Class
56920,Late delivery,2,1,First Class
56918,Shipping on time,4,4,Standard Class
56913,Late delivery,2,1,First Class
56905,Late delivery,6,4,Standard Class
56902,Advance shipping,3,4,Standard Class
56901,Advance shipping,2,4,Standard Class
56880,Late delivery,6,4,Standard Class
56866,Shipping on time,0,0,Same Day
56857,Advance shipping,3,4,Standard Class
56854,Late delivery,5,2,Second Class
56852,Advance shipping,3,4,Standard Class
56851,Advance shipping,2,4,Standard Class
56848,Late delivery,4,2,Second Class
56847,Advance shipping,3,4,Standard Class
56843,Shipping on time,4,4,Standard Class
56835,Late delivery,6,4,Standard Class
56834,Late delivery,5,2,Second Class
56821,Advance shipping,2,4,Standard Class
56821,Advance shipping,2,4,Standard Class
56813,Late delivery,2,1,First Class
56813,Late delivery,2,1,First Class
56809,Late delivery,5,4,Standard Class
56809,Late delivery,5,4,Standard Class
56809,Late delivery,5,4,Standard Class
56808,Late delivery,4,2,Second Class
56801,Advance shipping,2,4,Standard Class
56801,Advance shipping,2,4,Standard Class
56798,Shipping on time,0,0,Same Day
56795,Shipping on time,0,0,Same Day
56793,Shipping on time,0,0,Same Day
56789,Late delivery,1,0,Same Day
56786,Advance shipping,2,4,Standard Class
56779,Late delivery,5,2,Second Class
56772,Late delivery,3,2,Second Class
56770,Late delivery,6,4,Standard Class
56766,Advance shipping,2,4,Standard Class
56762,Late delivery,2,1,First Class
56762,Late delivery,2,1,First Class
56761,Late delivery,2,1,First Class
56750,Late delivery,6,4,Standard Class
56749,Late delivery,5,4,Standard Class
56747,Advance shipping,3,4,Standard Class
56743,Shipping on time,4,4,Standard Class
56742,Advance shipping,3,4,Standard Class
56738,Shipping on time,4,4,Standard Class
56733,Shipping on time,4,4,Standard Class
56729,Late delivery,5,4,Standard Class
56729,Late delivery,5,4,Standard Class
56725,Late delivery,6,4,Standard Class
56722,Late delivery,1,0,Same Day
56719,Late delivery,5,4,Standard Class
56715,Late delivery,6,4,Standard Class
56698,Shipping on time,4,4,Standard Class
56684,Late delivery,5,4,Standard Class
56683,Shipping on time,4,4,Standard Class
56677,Late delivery,3,2,Second Class
56674,Late delivery,5,4,Standard Class
56672,Advance shipping,3,4,Standard Class
56671,Advance shipping,2,4,Standard Class
56657,Advance shipping,3,4,Standard Class
56650,Late delivery,6,4,Standard Class
56644,Late delivery,5,2,Second Class
56626,Advance shipping,2,4,Standard Class
56625,Late delivery,6,4,Standard Class
56616,Late delivery,2,1,First Class
56608,Late delivery,2,1,First Class
56607,Late delivery,2,1,First Class
56599,Late delivery,5,2,Second Class
56595,Late delivery,2,1,First Class
56592,Advance shipping,3,4,Standard Class
56587,Advance shipping,3,4,Standard Class
56584,Late delivery,5,4,Standard Class
56584,Late delivery,5,4,Standard Class
56578,Late delivery,4,2,Second Class
56576,Advance shipping,2,4,Standard Class
56573,Late delivery,4,2,Second Class
56568,Late delivery,2,1,First Class
56564,Late delivery,5,4,Standard Class
56557,Late delivery,3,2,Second Class
56549,Shipping on time,0,0,Same Day
56542,Shipping canceled,2,1,First Class
56541,Late delivery,2,1,First Class
56541,Late delivery,2,1,First Class
56535,Late delivery,6,4,Standard Class
56519,Late delivery,5,2,Second Class
56513,Late delivery,4,2,Second Class
56491,Late delivery,2,1,First Class
56491,Late delivery,2,1,First Class
56480,Late delivery,6,4,Standard Class
56478,Shipping on time,4,4,Standard Class
56476,Shipping canceled,2,4,Standard Class
56468,Shipping on time,0,0,Same Day
56465,Late delivery,2,1,First Class
56463,Shipping on time,4,4,Standard Class
56457,Advance shipping,3,4,Standard Class
56455,Late delivery,2,1,First Class
56455,Late delivery,2,1,First Class
56450,Shipping on time,0,0,Same Day
56450,Shipping on time,0,0,Same Day
56448,Shipping on time,4,4,Standard Class
56443,Shipping on time,4,4,Standard Class
56442,Advance shipping,3,4,Standard Class
56441,Advance shipping,2,4,Standard Class
56440,Late delivery,6,4,Standard Class
56433,Shipping on time,4,4,Standard Class
56427,Late delivery,1,0,Same Day
56410,Late delivery,6,4,Standard Class
56410,Late delivery,6,4,Standard Class
56405,Late delivery,6,4,Standard Class
56404,Late delivery,5,2,Second Class
56387,Advance shipping,3,4,Standard Class
56386,Shipping on time,2,2,Second Class
56386,Shipping on time,2,2,Second Class
56383,Shipping on time,4,4,Standard Class
56377,Advance shipping,3,4,Standard Class
56377,Advance shipping,3,4,Standard Class
56367,Advance shipping,3,4,Standard Class
56365,Late delivery,6,2,Second Class
56363,Late delivery,2,1,First Class
56360,Late delivery,6,2,Second Class
56348,Late delivery,2,1,First Class
56348,Late delivery,2,1,First Class
56346,Advance shipping,2,4,Standard Class
56341,Advance shipping,2,4,Standard Class
56340,Late delivery,6,4,Standard Class
56339,Late delivery,5,4,Standard Class
56334,Late delivery,2,1,First Class
56333,Shipping on time,4,4,Standard Class
56326,Advance shipping,2,4,Standard Class
56321,Shipping on time,2,2,Second Class
56318,Late delivery,4,2,Second Class
56318,Late delivery,4,2,Second Class
56316,Advance shipping,2,4,Standard Class
56304,Late delivery,5,4,Standard Class
56303,Shipping on time,4,4,Standard Class
56302,Advance shipping,3,4,Standard Class
56297,Advance shipping,3,4,Standard Class
56294,Late delivery,5,2,Second Class
56292,Late delivery,3,2,Second Class
56292,Late delivery,3,2,Second Class
56290,Late delivery,6,2,Second Class
56277,Late delivery,3,2,Second Class
56270,Shipping canceled,6,2,Second Class
56269,Late delivery,5,2,Second Class
56268,Shipping on time,4,4,Standard Class
56262,Late delivery,3,2,Second Class
56261,Shipping on time,2,2,Second Class
56257,Late delivery,3,2,Second Class
56231,Late delivery,2,1,First Class
56230,Late delivery,2,1,First Class
56227,Advance shipping,3,4,Standard Class
56222,Advance shipping,3,4,Standard Class
56221,Advance shipping,2,4,Standard Class
56217,Advance shipping,3,4,Standard Class
56216,Advance shipping,2,4,Standard Class
56212,Advance shipping,3,4,Standard Class
56209,Late delivery,5,4,Standard Class
56207,Late delivery,3,2,Second Class
56207,Late delivery,3,2,Second Class
56206,Late delivery,2,1,First Class
56205,Late delivery,6,2,Second Class
56201,Advance shipping,2,4,Standard Class
56198,Late delivery,2,1,First Class
56195,Late delivery,6,2,Second Class
56195,Late delivery,6,2,Second Class
56188,Shipping on time,4,4,Standard Class
56185,Late delivery,2,1,First Class
56177,Advance shipping,3,4,Standard Class
56176,Advance shipping,2,4,Standard Class
56165,Late delivery,6,4,Standard Class
56164,Late delivery,5,4,Standard Class
56162,Advance shipping,3,4,Standard Class
56153,Shipping on time,4,4,Standard Class
56153,Shipping on time,4,4,Standard Class
56150,Late delivery,2,1,First Class
56141,Advance shipping,2,4,Standard Class
56138,Late delivery,4,2,Second Class
56137,Late delivery,3,2,Second Class
56134,Late delivery,5,2,Second Class
56130,Late delivery,6,4,Standard Class
56128,Shipping on time,0,0,Same Day
56127,Shipping on time,0,0,Same Day
56126,Advance shipping,2,4,Standard Class
56126,Advance shipping,2,4,Standard Class
56121,Advance shipping,2,4,Standard Class
56120,Shipping canceled,6,4,Standard Class
56111,Advance shipping,2,4,Standard Class
56110,Late delivery,6,4,Standard Class
56108,Late delivery,2,1,First Class
56104,Late delivery,2,1,First Class
56100,Late delivery,6,4,Standard Class
56097,Advance shipping,3,4,Standard Class
56094,Late delivery,2,1,First Class
56093,Late delivery,2,1,First Class
56087,Advance shipping,3,4,Standard Class
56086,Advance shipping,2,4,Standard Class
56084,Late delivery,5,4,Standard Class
56072,Advance shipping,3,4,Standard Class
56072,Advance shipping,3,4,Standard Class
56071,Advance shipping,2,4,Standard Class
56066,Advance shipping,2,4,Standard Class
56062,Late delivery,2,1,First Class
56056,Advance shipping,2,4,Standard Class
56055,Late delivery,6,4,Standard Class
56053,Shipping on time,4,4,Standard Class
56049,Late delivery,2,1,First Class
56047,Late delivery,2,1,First Class
56043,Shipping on time,4,4,Standard Class
56037,Late delivery,3,2,Second Class
56035,Late delivery,6,2,Second Class
56034,Late delivery,5,4,Standard Class
56033,Late delivery,4,2,Second Class
56031,Advance shipping,2,4,Standard Class
56029,Late delivery,5,4,Standard Class
56017,Advance shipping,3,4,Standard Class
56010,Late delivery,1,0,Same Day
56009,Late delivery,1,0,Same Day
56006,Advance shipping,2,4,Standard Class
56001,Advance shipping,2,4,Standard Class
55987,Advance shipping,3,4,Standard Class
55985,Late delivery,6,4,Standard Class
55983,Shipping on time,4,4,Standard Class
55983,Shipping on time,4,4,Standard Class
55978,Shipping on time,4,4,Standard Class
55974,Late delivery,5,4,Standard Class
55971,Advance shipping,2,4,Standard Class
55965,Late delivery,2,1,First Class
55965,Late delivery,2,1,First Class
55958,Late delivery,2,1,First Class
55958,Late delivery,2,1,First Class
55944,Late delivery,5,2,Second Class
55942,Late delivery,3,2,Second Class
55933,Shipping on time,0,0,Same Day
55930,Late delivery,6,2,Second Class
55923,Shipping on time,4,4,Standard Class
55915,Shipping canceled,2,1,First Class
55912,Shipping on time,0,0,Same Day
55906,Shipping on time,2,2,Second Class
55896,Advance shipping,2,4,Standard Class
55895,Shipping canceled,2,1,First Class
55888,Shipping on time,4,4,Standard Class
55888,Shipping on time,4,4,Standard Class
55888,Shipping on time,4,4,Standard Class
55884,Late delivery,5,4,Standard Class
55881,Late delivery,2,1,First Class
55877,Late delivery,1,0,Same Day
55875,Late delivery,6,4,Standard Class
55873,Shipping on time,4,4,Standard Class
55870,Late delivery,6,2,Second Class
55869,Late delivery,5,4,Standard Class
55869,Late delivery,5,4,Standard Class
55859,Late delivery,5,2,Second Class
55852,Late delivery,3,2,Second Class
55848,Late delivery,4,2,Second Class
55846,Shipping on time,2,2,Second Class
55846,Shipping on time,2,2,Second Class
55839,Late delivery,5,4,Standard Class
55831,Advance shipping,2,4,Standard Class
55831,Advance shipping,2,4,Standard Class
55828,Shipping on time,4,4,Standard Class
55824,Late delivery,5,2,Second Class
55805,Late delivery,6,4,Standard Class
55789,Late delivery,5,2,Second Class
55782,Advance shipping,3,4,Standard Class
55782,Advance shipping,3,4,Standard Class
55781,Advance shipping,2,4,Standard Class
55780,Late delivery,6,4,Standard Class
55776,Shipping on time,2,2,Second Class
55776,Shipping on time,2,2,Second Class
55768,Shipping on time,4,4,Standard Class
55761,Advance shipping,2,4,Standard Class
55752,Shipping canceled,3,4,Standard Class
55750,Late delivery,6,4,Standard Class
55749,Late delivery,5,4,Standard Class
55748,Shipping on time,4,4,Standard Class
55745,Late delivery,6,2,Second Class
55737,Late delivery,3,2,Second Class
55737,Late delivery,3,2,Second Class
55735,Shipping canceled,1,0,Same Day
55734,Late delivery,1,0,Same Day
55728,Late delivery,4,2,Second Class
55720,Late delivery,6,4,Standard Class
55714,Late delivery,2,1,First Class
55710,Late delivery,6,4,Standard Class
55699,Shipping on time,0,0,Same Day
55693,Shipping on time,4,4,Standard Class
55691,Advance shipping,2,4,Standard Class
55677,Late delivery,3,2,Second Class
55673,Shipping on time,4,4,Standard Class
55661,Shipping on time,2,2,Second Class
55661,Shipping on time,2,2,Second Class
55643,Shipping on time,4,4,Standard Class
55636,Advance shipping,2,4,Standard Class
55636,Advance shipping,2,4,Standard Class
55631,Advance shipping,2,4,Standard Class
55625,Late delivery,2,1,First Class
55624,Late delivery,2,1,First Class
55623,Late delivery,2,1,First Class
55611,Shipping on time,2,2,Second Class
55611,Shipping on time,2,2,Second Class
55611,Shipping on time,2,2,Second Class
55610,Late delivery,6,2,Second Class
55605,Late delivery,6,4,Standard Class
55602,Late delivery,3,2,Second Class
55595,Late delivery,6,4,Standard Class
55594,Late delivery,5,4,Standard Class
55591,Advance shipping,2,4,Standard Class
55587,Advance shipping,3,4,Standard Class
55585,Late delivery,6,4,Standard Class
55579,Late delivery,5,4,Standard Class
55576,Shipping on time,2,2,Second Class
55573,Late delivery,2,1,First Class
55569,Late delivery,2,1,First Class
55554,Late delivery,5,4,Standard Class
55551,Advance shipping,2,4,Standard Class
55544,Late delivery,5,4,Standard Class
55540,Late delivery,2,1,First Class
55528,Late delivery,4,2,Second Class
55527,Late delivery,1,0,Same Day
55525,Late delivery,1,0,Same Day
55524,Late delivery,1,0,Same Day
55520,Late delivery,6,4,Standard Class
55520,Late delivery,6,4,Standard Class
55516,Shipping on time,2,2,Second Class
55515,Late delivery,6,4,Standard Class
55511,Shipping on time,2,2,Second Class
55508,Shipping on time,4,4,Standard Class
55507,Advance shipping,3,4,Standard Class
55492,Shipping canceled,3,4,Standard Class
55491,Shipping on time,2,2,Second Class
55487,Advance shipping,3,4,Standard Class
55486,Advance shipping,2,4,Standard Class
55478,Shipping on time,4,4,Standard Class
55474,Late delivery,2,1,First Class
55467,Advance shipping,3,4,Standard Class
55455,Late delivery,6,2,Second Class
55434,Late delivery,5,4,Standard Class
55431,Advance shipping,2,4,Standard Class
55430,Late delivery,6,4,Standard Class
55427,Advance shipping,3,4,Standard Class
55420,Late delivery,6,4,Standard Class
55419,Late delivery,5,4,Standard Class
55416,Shipping canceled,2,4,Standard Class
55413,Shipping on time,4,4,Standard Class
55409,Late delivery,5,4,Standard Class
55405,Late delivery,6,4,Standard Class
55404,Late delivery,5,4,Standard Class
55395,Late delivery,2,1,First Class
55389,Late delivery,5,2,Second Class
55388,Late delivery,2,1,First Class
55385,Late delivery,6,2,Second Class
55385,Late delivery,6,2,Second Class
55381,Advance shipping,2,4,Standard Class
55378,Shipping on time,4,4,Standard Class
55365,Late delivery,2,1,First Class
55357,Shipping canceled,3,4,Standard Class
55356,Advance shipping,2,4,Standard Class
55352,Advance shipping,3,4,Standard Class
55350,Late delivery,2,1,First Class
55350,Late delivery,2,1,First Class
55348,Late delivery,2,1,First Class
55341,Late delivery,2,1,First Class
55333,Shipping on time,4,4,Standard Class
55332,Advance shipping,3,4,Standard Class
55331,Late delivery,2,1,First Class
55330,Late delivery,2,1,First Class
55329,Late delivery,2,1,First Class
55328,Late delivery,2,1,First Class
55326,Late delivery,2,1,First Class
55325,Late delivery,2,1,First Class
55325,Late delivery,2,1,First Class
55324,Late delivery,1,0,Same Day
55322,Late delivery,1,0,Same Day
55306,Shipping on time,0,0,Same Day
55305,Shipping on time,0,0,Same Day
55305,Shipping on time,0,0,Same Day
55304,Shipping on time,0,0,Same Day
55292,Late delivery,2,1,First Class
55292,Late delivery,2,1,First Class
55277,Advance shipping,3,4,Standard Class
55277,Advance shipping,3,4,Standard Class
55273,Shipping on time,4,4,Standard Class
55267,Late delivery,2,1,First Class
55264,Late delivery,1,0,Same Day
55262,Advance shipping,3,4,Standard Class
55256,Advance shipping,2,4,Standard Class
55255,Late delivery,6,4,Standard Class
55253,Shipping on time,4,4,Standard Class
55252,Advance shipping,3,4,Standard Class
55244,Late delivery,5,2,Second Class
55242,Shipping canceled,3,4,Standard Class
55237,Advance shipping,3,4,Standard Class
55233,Shipping on time,4,4,Standard Class
55227,Late delivery,2,1,First Class
55226,Shipping on time,2,2,Second Class
55223,Late delivery,2,1,First Class
55213,Shipping on time,4,4,Standard Class
55211,Advance shipping,2,4,Standard Class
55206,Advance shipping,2,4,Standard Class
55199,Late delivery,5,4,Standard Class
55198,Shipping on time,4,4,Standard Class
55197,Advance shipping,3,4,Standard Class
55194,Late delivery,5,4,Standard Class
55194,Late delivery,5,4,Standard Class
55189,Late delivery,5,4,Standard Class
55170,Late delivery,6,4,Standard Class
55168,Shipping on time,4,4,Standard Class
55158,Late delivery,4,2,Second Class
55156,Shipping on time,2,2,Second Class
55150,Late delivery,6,2,Second Class
55146,Advance shipping,2,4,Standard Class
55145,Late delivery,6,4,Standard Class
55132,Advance shipping,3,4,Standard Class
55132,Advance shipping,3,4,Standard Class
55127,Advance shipping,3,4,Standard Class
55124,Late delivery,5,4,Standard Class
55124,Late delivery,5,4,Standard Class
55120,Late delivery,6,4,Standard Class
55116,Advance shipping,2,4,Standard Class
55112,Late delivery,3,2,Second Class
55107,Advance shipping,3,4,Standard Class
55105,Late delivery,6,2,Second Class
55102,Late delivery,3,2,Second Class
55100,Late delivery,2,1,First Class
55096,Late delivery,2,1,First Class
55095,Late delivery,2,1,First Class
55095,Late delivery,2,1,First Class
55094,Late delivery,2,1,First Class
55092,Late delivery,2,1,First Class
55089,Late delivery,5,4,Standard Class
55085,Late delivery,6,2,Second Class
55083,Late delivery,4,2,Second Class
55065,Late delivery,6,4,Standard Class
55062,Advance shipping,3,4,Standard Class
55050,Late delivery,6,4,Standard Class
55039,Late delivery,5,4,Standard Class
55038,Late delivery,4,2,Second Class
55036,Shipping on time,2,2,Second Class
55033,Shipping on time,4,4,Standard Class
55027,Late delivery,3,2,Second Class
55026,Shipping canceled,2,1,First Class
55026,Shipping canceled,2,1,First Class
55024,Late delivery,2,1,First Class
55014,Late delivery,5,2,Second Class
55013,Late delivery,4,2,Second Class
55009,Late delivery,2,1,First Class
55009,Late delivery,2,1,First Class
55005,Late delivery,6,4,Standard Class
55004,Late delivery,5,2,Second Class
55001,Advance shipping,2,4,Standard Class
54998,Shipping on time,4,4,Standard Class
54980,Late delivery,6,4,Standard Class
54979,Late delivery,5,4,Standard Class
54959,Late delivery,5,2,Second Class
54957,Late delivery,2,1,First Class
54957,Late delivery,2,1,First Class
54953,Shipping on time,4,4,Standard Class
54949,Late delivery,5,4,Standard Class
54925,Late delivery,6,4,Standard Class
54924,Late delivery,5,4,Standard Class
54919,Late delivery,5,4,Standard Class
54917,Late delivery,3,2,Second Class
54911,Late delivery,2,1,First Class
54910,Late delivery,2,1,First Class
54910,Late delivery,2,1,First Class
54909,Late delivery,2,1,First Class
54906,Late delivery,2,1,First Class
54902,Shipping on time,0,0,Same Day
54902,Shipping on time,0,0,Same Day
54895,Late delivery,2,1,First Class
54893,Late delivery,2,1,First Class
54876,Late delivery,2,1,First Class
54876,Late delivery,2,1,First Class
54875,Shipping canceled,2,1,First Class
54862,Advance shipping,3,4,Standard Class
54847,Late delivery,3,2,Second Class
54847,Late delivery,3,2,Second Class
54844,Late delivery,1,0,Same Day
54843,Shipping on time,4,4,Standard Class
54818,Late delivery,4,2,Second Class
54816,Advance shipping,2,4,Standard Class
54806,Advance shipping,2,4,Standard Class
54802,Advance shipping,3,4,Standard Class
54801,Advance shipping,2,4,Standard Class
54800,Late delivery,6,4,Standard Class
54791,Advance shipping,2,4,Standard Class
54790,Late delivery,6,2,Second Class
54789,Late delivery,2,1,First Class
54787,Late delivery,2,1,First Class
54784,Late delivery,5,2,Second Class
54783,Shipping on time,4,4,Standard Class
54774,Late delivery,5,4,Standard Class
54769,Late delivery,5,4,Standard Class
54765,Late delivery,6,2,Second Class
54760,Late delivery,2,1,First Class
54753,Shipping on time,4,4,Standard Class
54752,Advance shipping,3,4,Standard Class
54748,Shipping on time,4,4,Standard Class
54741,Late delivery,2,1,First Class
54738,Shipping on time,0,0,Same Day
54728,Shipping on time,4,4,Standard Class
54723,Shipping canceled,1,0,Same Day
54717,Advance shipping,3,4,Standard Class
54717,Advance shipping,3,4,Standard Class
54711,Shipping on time,2,2,Second Class
54711,Shipping on time,2,2,Second Class
54706,Shipping on time,2,2,Second Class
54702,Advance shipping,3,4,Standard Class
54701,Advance shipping,2,4,Standard Class
54690,Late delivery,6,4,Standard Class
54681,Advance shipping,2,4,Standard Class
54680,Late delivery,6,4,Standard Class
54679,Late delivery,5,4,Standard Class
54678,Shipping on time,4,4,Standard Class
54678,Shipping on time,4,4,Standard Class
54676,Late delivery,2,1,First Class
54676,Late delivery,2,1,First Class
54675,Late delivery,2,1,First Class
54670,Late delivery,6,4,Standard Class
54663,Shipping on time,4,4,Standard Class
54654,Late delivery,5,4,Standard Class
54647,Late delivery,3,2,Second Class
54643,Late delivery,4,2,Second Class
54640,Late delivery,6,2,Second Class
54640,Late delivery,6,2,Second Class
54627,Late delivery,3,2,Second Class
54622,Late delivery,2,1,First Class
54613,Shipping on time,4,4,Standard Class
54609,Late delivery,5,4,Standard Class
54608,Late delivery,2,1,First Class
54604,Late delivery,5,4,Standard Class
54600,Late delivery,6,4,Standard Class
54594,Late delivery,5,4,Standard Class
54593,Shipping on time,4,4,Standard Class
54586,Advance shipping,2,4,Standard Class
54583,Shipping on time,4,4,Standard Class
54576,Advance shipping,2,4,Standard Class
54574,Late delivery,5,4,Standard Class
54570,Late delivery,6,4,Standard Class
54564,Late delivery,5,4,Standard Class
54562,Advance shipping,3,4,Standard Class
54557,Advance shipping,3,4,Standard Class
54549,Late delivery,5,2,Second Class
54545,Late delivery,6,2,Second Class
54544,Late delivery,2,1,First Class
54533,Shipping on time,4,4,Standard Class
54517,Advance shipping,3,4,Standard Class
54512,Late delivery,2,1,First Class
54509,Late delivery,2,1,First Class
54497,Shipping canceled,3,4,Standard Class
54491,Advance shipping,2,4,Standard Class
54484,Late delivery,5,4,Standard Class
54481,Advance shipping,2,4,Standard Class
54471,Shipping on time,0,0,Same Day
54470,Late delivery,6,2,Second Class
54466,Advance shipping,2,4,Standard Class
54466,Advance shipping,2,4,Standard Class
54465,Late delivery,6,4,Standard Class
54462,Advance shipping,3,4,Standard Class
54461,Advance shipping,2,4,Standard Class
54453,Shipping on time,4,4,Standard Class
54451,Advance shipping,2,4,Standard Class
54447,Advance shipping,3,4,Standard Class
54447,Advance shipping,3,4,Standard Class
54441,Late delivery,2,1,First Class
54436,Advance shipping,2,4,Standard Class
54434,Late delivery,5,4,Standard Class
54430,Shipping canceled,6,2,Second Class
54428,Late delivery,4,2,Second Class
54427,Late delivery,3,2,Second Class
54425,Late delivery,6,2,Second Class
54424,Late delivery,5,2,Second Class
54419,Late delivery,5,4,Standard Class
54404,Late delivery,5,4,Standard Class
54402,Shipping on time,0,0,Same Day
54402,Shipping on time,0,0,Same Day
54400,Late delivery,6,4,Standard Class
54393,Late delivery,4,2,Second Class
54392,Late delivery,2,1,First Class
54389,Late delivery,5,2,Second Class
54379,Late delivery,1,0,Same Day
54379,Late delivery,1,0,Same Day
54368,Late delivery,4,2,Second Class
54360,Late delivery,6,4,Standard Class
54358,Shipping on time,4,4,Standard Class
54353,Late delivery,4,2,Second Class
54349,Late delivery,5,4,Standard Class
54342,Late delivery,2,1,First Class
54340,Late delivery,6,4,Standard Class
54334,Late delivery,5,4,Standard Class
54329,Late delivery,2,1,First Class
54327,Advance shipping,3,4,Standard Class
54323,Late delivery,1,0,Same Day
54321,Late delivery,1,0,Same Day
54321,Late delivery,1,0,Same Day
54321,Late delivery,1,0,Same Day
54318,Shipping on time,4,4,Standard Class
54318,Shipping on time,4,4,Standard Class
54316,Advance shipping,2,4,Standard Class
54315,Late delivery,6,2,Second Class
54315,Late delivery,6,2,Second Class
54309,Late delivery,2,1,First Class
54304,Late delivery,5,4,Standard Class
54301,Advance shipping,2,4,Standard Class
54299,Late delivery,5,2,Second Class
54296,Advance shipping,2,4,Standard Class
54295,Late delivery,6,4,Standard Class
54292,Advance shipping,3,4,Standard Class
54292,Advance shipping,3,4,Standard Class
54292,Advance shipping,3,4,Standard Class
54290,Shipping canceled,0,0,Same Day
54289,Shipping on time,0,0,Same Day
